"mean_age","lower_ci","upper_ci","min_age","max_age","site"
26.7935169832159,25.3703737865801,28.2166601798516,0.310000002384186,95.75,"Asembo"
24.8884644138902,23.8396902660286,25.9372385617518,0.409999996423721,83.1800003051758,"Manyatta"
30.2426383981154,28.7698756454975,31.7154011507334,0,102,"Kilifi"
24.7786839250269,23.6986723575403,25.8586954925135,1.14999997615814,88.1399993896484,"Kibera"
30.3545347467609,28.8896660087676,31.8194034847541,0,90,"Nairobi Urban"
27.4628091268322,26.867986473445,28.0576317802194,0,102,"Overall"
